Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
Aaron Nesmith,25,IND,SF,14,8,294,12.3,0.654,0.425,0.313,2.7,15,8.9,7.2,1.5,1.3,10.8,15,0.4,0.2,0.7,0.109,-1.6,-0.4,-2,0,2.9,5.7,0.513,1.1,2.4,0.441,1.9,3.3,0.565,0.606,1.6,1.8,0.88,0.5,2.9,3.4,1.1,0.6,0.3,0.8,2.8,8.5,nesmiaa01
Kawhi Leonard,33,LAC,SF,12,12,291,17.6,0.539,0.311,0.138,3.1,17.8,10.5,17.4,1.9,2.1,10.1,29.3,0,0.5,0.5,0.075,0.4,-0.3,0.1,0.2,6.5,13.9,0.467,1.5,4.3,0.346,5,9.6,0.522,0.521,1.4,1.9,0.739,0.7,3.9,4.6,2.4,0.9,0.5,1.7,1.1,15.9,leonaka01
Blake Wesley,21,SAS,SG,31,0,287,11,0.526,0.256,0.28,2.2,6.1,4.2,29.2,2.4,0.9,23.3,17.8,-0.1,0.2,0.1,0.024,-3.2,-0.4,-3.6,-0.1,1.2,2.6,0.463,0.1,0.7,0.19,1.1,2,0.557,0.488,0.5,0.7,0.739,0.2,0.5,0.7,1.9,0.5,0.1,0.9,0.5,3.1,weslebl01
Malaki Branham,21,SAS,SG,30,0,287,9.2,0.558,0.469,0.177,1.1,10.8,6.1,13.4,1.2,0.6,18.7,22.2,-0.3,0.2,-0.1,-0.021,-2.9,-1.8,-4.7,-0.2,1.6,3.8,0.434,0.7,1.8,0.396,0.9,2,0.467,0.527,0.6,0.7,0.85,0.1,1,1.1,0.9,0.2,0.1,0.9,0.5,4.5,branhma01
Rob Dillingham,20,MIN,PG,25,0,285,12.7,0.585,0.4,0.058,1.6,8.8,5.3,34.3,1.2,0,22.1,24.2,0,0.3,0.3,0.047,-1,-1.8,-2.8,-0.1,2.4,4.8,0.5,0.8,1.9,0.438,1.6,2.9,0.542,0.588,0.1,0.3,0.429,0.2,0.9,1.1,2.4,0.3,0,1.4,0.9,5.8,dilliro01
Jaylon Tyson,22,CLE,SG,31,2,281,10.9,0.525,0.407,0.185,8.4,16.6,12.6,11.4,1.2,0.6,12,15.2,0.3,0.3,0.6,0.097,-2.7,-0.4,-3.1,-0.1,1.1,2.6,0.432,0.4,1.1,0.333,0.8,1.5,0.5,0.5,0.4,0.5,0.733,0.7,1.4,2.1,0.8,0.2,0.1,0.4,1,3,tysonja01
Rayan Rupert,20,POR,SG,35,0,276,8.6,0.506,0.449,0.231,7.8,8,7.9,8.1,1.4,0.7,15.7,15.6,0,0.1,0.1,0.011,-2.7,-1.6,-4.3,-0.2,0.9,2.2,0.41,0.3,1,0.286,0.6,1.2,0.512,0.474,0.4,0.5,0.722,0.6,0.6,1.1,0.5,0.2,0.1,0.5,0.5,2.5,ruperra01
Paul Reed,25,DET,C,27,0,272,20.6,0.624,0.207,0.305,8.2,17.5,12.9,14.2,5.2,4.9,12.3,16.6,0.6,0.6,1.2,0.21,0.3,4.9,5.2,0.5,1.7,3,0.549,0.2,0.6,0.294,1.5,2.4,0.615,0.579,0.8,0.9,0.84,0.7,1.6,2.3,1,1.1,0.5,0.5,1.6,4.3,reedpa01
Dru Smith,27,MIA,SG,14,1,268,13.3,0.656,0.492,0.197,5,9.6,7.3,12.2,3.9,2.1,20.4,13.7,0.2,0.4,0.6,0.115,-1.3,3.3,1.9,0.3,2.2,4.4,0.508,1.1,2.1,0.533,1.1,2.2,0.484,0.639,0.6,0.9,0.75,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2,smithdr01
Jordan Walsh,20,BOS,PF,34,1,267,6.5,0.462,0.704,0.185,4.8,10.2,7.5,4.3,1.5,2.7,12,10.8,-0.1,0.3,0.2,0.042,-4.2,0.3,-3.9,-0.1,0.6,1.6,0.352,0.3,1.1,0.289,0.2,0.5,0.5,0.454,0.1,0.3,0.5,0.4,0.7,1.1,0.3,0.2,0.2,0.2,0.5,1.6,walshjo01
Dillon Jones,23,OKC,SF,29,0,267,6.5,0.398,0.559,0.206,7.7,16.5,12.2,11.7,0.9,1.1,13.9,13.7,-0.2,0.5,0.3,0.048,-4.9,-0.4,-5.3,-0.2,0.8,2.3,0.324,0.2,1.3,0.184,0.5,1,0.5,0.375,0.3,0.5,0.571,0.7,1.4,2.1,0.9,0.2,0.1,0.4,1,2,jonesdi01
Patty Mills,36,2TM,PG,18,0,267,6.1,0.456,0.759,0.063,1.2,7.3,4.3,11.3,2.4,1.1,16.5,15.3,-0.3,0.1,-0.2,-0.039,-4.7,-0.1,-4.8,-0.2,1.4,4.4,0.329,0.9,3.3,0.283,0.5,1.1,0.474,0.437,0.3,0.3,1,0.2,1,1.2,1.2,0.7,0.2,0.9,0.7,4.1,millspa02
Patty Mills,36,2TM,PG,18,0,267,6.1,0.456,0.759,0.063,1.2,7.3,4.3,11.3,2.4,1.1,16.5,15.3,-0.3,0.1,-0.2,-0.039,-4.7,-0.1,-4.8,-0.2,1.5,4.5,0.342,1,3.4,0.298,0.5,1.1,0.474,0.454,0.3,0.3,1,0.2,1.1,1.2,1.2,0.7,0.2,0.9,0.7,4.4,millspa02
Patty Mills,36,2TM,PG,18,0,267,6.1,0.456,0.759,0.063,1.2,7.3,4.3,11.3,2.4,1.1,16.5,15.3,-0.3,0.1,-0.2,-0.039,-4.7,-0.1,-4.8,-0.2,0,3,0,0,3,0,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,millspa02
Patty Mills,36,UTA,PG,17,0,260,6.4,0.473,0.75,0.066,1.3,7.5,4.4,11.1,2.2,1.1,17,15.2,-0.3,0.1,-0.2,-0.033,-4.4,-0.1,-4.5,-0.2,1.4,4.4,0.329,0.9,3.3,0.283,0.5,1.1,0.474,0.437,0.3,0.3,1,0.2,1,1.2,1.2,0.7,0.2,0.9,0.7,4.1,millspa02
Patty Mills,36,UTA,PG,17,0,260,6.4,0.473,0.75,0.066,1.3,7.5,4.4,11.1,2.2,1.1,17,15.2,-0.3,0.1,-0.2,-0.033,-4.4,-0.1,-4.5,-0.2,1.5,4.5,0.342,1,3.4,0.298,0.5,1.1,0.474,0.454,0.3,0.3,1,0.2,1.1,1.2,1.2,0.7,0.2,0.9,0.7,4.4,millspa02
Patty Mills,36,UTA,PG,17,0,260,6.4,0.473,0.75,0.066,1.3,7.5,4.4,11.1,2.2,1.1,17,15.2,-0.3,0.1,-0.2,-0.033,-4.4,-0.1,-4.5,-0.2,0,3,0,0,3,0,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,millspa02
Patty Mills,36,LAC,PG,1,0,7,-4.6,0,1,0,0,0,0,17,7,0,0,18.5,-0.1,0,0,-0.275,-14.9,-1,-15.9,0,1.4,4.4,0.329,0.9,3.3,0.283,0.5,1.1,0.474,0.437,0.3,0.3,1,0.2,1,1.2,1.2,0.7,0.2,0.9,0.7,4.1,millspa02
Patty Mills,36,LAC,PG,1,0,7,-4.6,0,1,0,0,0,0,17,7,0,0,18.5,-0.1,0,0,-0.275,-14.9,-1,-15.9,0,1.5,4.5,0.342,1,3.4,0.298,0.5,1.1,0.474,0.454,0.3,0.3,1,0.2,1.1,1.2,1.2,0.7,0.2,0.9,0.7,4.4,millspa02
Patty Mills,36,LAC,PG,1,0,7,-4.6,0,1,0,0,0,0,17,7,0,0,18.5,-0.1,0,0,-0.275,-14.9,-1,-15.9,0,0,3,0,0,3,0,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,millspa02
DaQuan Jeffries,27,CHO,SG,16,0,266,11.2,0.579,0.58,0.116,4.7,12.5,8.5,7.7,2,2.2,8.8,12.6,0.3,0.3,0.6,0.101,-2.6,0.9,-1.7,0,1.9,4.3,0.449,0.9,2.5,0.375,1,1.8,0.552,0.558,0.4,0.5,0.875,0.8,1.9,2.6,0.9,0.7,0.4,0.4,1.9,5.3,jeffrda01
Chet Holmgren,22,OKC,C,10,10,265,22.4,0.619,0.333,0.441,6.5,28.2,17.5,10.8,1.5,10,14.8,24.9,0.4,0.7,1.1,0.2,2.2,3.7,5.9,0.5,5.6,11.1,0.505,1.4,3.7,0.378,4.2,7.4,0.568,0.568,3.8,4.9,0.776,1.6,7.1,8.7,2,0.8,2.6,2.3,1.8,16.4,holmgch01
Trendon Watford,24,BRK,PF,16,0,261,10.6,0.537,0.304,0.363,3,18.9,10.6,12.6,1.3,1.5,15.1,23.5,-0.2,0.2,0.1,0.012,-5,-0.9,-5.9,-0.3,2.8,6.4,0.431,0.6,1.9,0.29,2.2,4.4,0.493,0.475,1.9,2.3,0.811,0.4,2.6,3,1.3,0.4,0.3,1.3,2.3,7.9,watfotr01
Doug McDermott,33,SAC,SF,31,3,260,8.5,0.608,0.847,0.059,0.8,6.3,3.6,2,0.7,0.4,5.4,15.1,0.2,0.1,0.3,0.053,-2,-2.4,-4.4,-0.2,1.2,2.7,0.424,1,2.3,0.431,0.2,0.4,0.385,0.606,0.1,0.2,0.6,0.1,0.5,0.5,0.1,0.1,0,0.2,0.9,3.4,mcderdo01
Sandro Mamukelashvili,25,SAS,PF,31,0,258,20.6,0.703,0.587,0.293,8.3,22.1,15.3,9,1.3,2.7,11.1,19.3,0.6,0.3,0.9,0.175,3.7,0.1,3.9,0.4,1.7,3,0.565,0.7,1.7,0.426,0.9,1.2,0.763,0.69,0.6,0.9,0.704,0.6,1.8,2.4,0.5,0.2,0.3,0.4,0.6,4.7,mamuksa01
Alex Len,31,SAC,C,35,3,255,13.3,0.557,0.146,0.317,10.8,16.8,13.8,14.6,1.5,6.8,19.1,9.6,0.3,0.3,0.7,0.124,-2,2.4,0.4,0.2,0.6,1.2,0.537,0,0.2,0.167,0.6,1,0.6,0.549,0.2,0.4,0.538,0.7,1.1,1.8,0.9,0.2,0.5,0.3,1,1.5,lenal01
Hunter Tyson,24,DEN,PF,34,0,255,7.6,0.512,0.61,0.322,5,16.9,11.2,6,0.9,1.7,11.8,12.7,0.1,0.2,0.2,0.046,-4.3,-1.3,-5.6,-0.2,0.6,1.7,0.373,0.3,1.1,0.306,0.3,0.7,0.478,0.466,0.4,0.6,0.737,0.3,1.2,1.5,0.4,0.1,0.1,0.3,0.9,2,tysonhu01
Jeff Dowtin,27,PHI,PG,23,0,255,11.3,0.469,0.288,0.213,1.3,11.6,6.2,18.9,1.6,1.6,3.3,15.7,0.2,0.1,0.3,0.056,-2.1,-0.1,-2.2,0,1.4,3.5,0.4,0.3,1,0.261,1.1,2.5,0.456,0.438,0.5,0.7,0.706,0.1,1,1.2,1.4,0.3,0.2,0.1,0.6,3.6,dowtije01
Quenton Jackson,26,IND,PG,18,7,254,13.3,0.598,0.316,0.276,4.5,7.4,5.9,16.4,1.7,1.8,11.4,16.4,0.4,0.2,0.6,0.105,-1.7,-0.5,-2.2,0,2.2,4.2,0.513,0.5,1.3,0.375,1.7,2.9,0.577,0.572,0.8,1.2,0.714,0.6,0.9,1.5,1.7,0.5,0.3,0.6,1.8,5.7,jacksqu01
Dwight Powell,33,DAL,C,33,0,251,14.7,0.785,0.056,1.667,9.7,15.5,12.7,11.2,2.3,5.3,18.3,6.5,0.6,0.4,1,0.189,-0.7,3.4,2.7,0.3,0.4,0.5,0.778,0,0,1,0.4,0.5,0.765,0.806,0.6,0.9,0.667,0.7,1.1,1.8,0.7,0.4,0.5,0.2,1.2,1.5,poweldw01
Johnny Davis,22,WAS,SG,33,0,240,10.3,0.473,0.372,0.192,4.2,12.3,8.2,6.7,3,2.3,7.6,15.9,-0.1,0.2,0,0.007,-3.5,0.6,-2.9,-0.1,1,2.4,0.41,0.2,0.9,0.241,0.8,1.5,0.51,0.455,0.3,0.5,0.6,0.3,0.8,1.2,0.3,0.5,0.2,0.2,0.5,2.4,davisjo06
Jamal Cain,25,NOP,SF,19,0,235,11.1,0.554,0.534,0.276,7.1,14.3,10.6,5.9,1.9,2.8,11,13.1,0.2,0.1,0.3,0.055,-2.5,-0.1,-2.6,0,1.4,3.1,0.448,0.5,1.6,0.323,0.8,1.4,0.593,0.534,0.5,0.8,0.625,0.8,1.6,2.4,0.5,0.5,0.4,0.4,1.3,3.8,cainja01
Craig Porter Jr.,24,CLE,PG,29,0,234,12.6,0.679,0.294,0.157,1.9,9.5,5.8,15.9,1.2,3.9,21.6,12.7,0.3,0.3,0.5,0.11,-0.2,1.1,1,0.2,1,1.8,0.588,0.3,0.5,0.533,0.8,1.2,0.611,0.667,0.2,0.3,0.75,0.1,0.7,0.9,1,0.2,0.3,0.5,0.4,2.6,portecr01
Jock Landale,29,HOU,C,24,0,234,13.9,0.491,0.118,0.382,13.7,16.9,15.3,12.1,1,3.1,12.2,15.9,0.2,0.3,0.6,0.115,-1,0.4,-0.5,0.1,1.2,2.8,0.426,0.2,0.3,0.5,1,2.5,0.417,0.456,0.7,1.1,0.615,1.3,1.5,2.8,0.9,0.2,0.3,0.5,0.8,3.3,landajo01
Johnny Furphy,20,IND,SG,32,0,233,8.3,0.526,0.582,0.164,6.4,9.4,7.9,4.8,1.9,2.4,13.2,12.6,0,0.2,0.2,0.042,-3,-0.5,-3.4,-0.1,0.7,1.7,0.382,0.3,1,0.344,0.3,0.7,0.435,0.482,0.3,0.3,1,0.4,0.6,1,0.3,0.3,0.2,0.3,0.8,1.9,furphjo01
Christian Koloko,24,LAL,C,27,0,233,12.9,0.645,0.05,0.15,13,15.1,14.1,6.9,1.5,3.1,14.1,9.4,0.4,0.2,0.7,0.138,-2.4,0.2,-2.2,0,0.9,1.5,0.625,0,0.1,0,0.9,1.4,0.658,0.625,0.2,0.2,0.833,1,1.2,2.1,0.4,0.3,0.3,0.3,1.1,2,kolokch01
Bones Hyland,24,LAC,PG,20,0,222,16.6,0.569,0.696,0.226,2.5,9.4,6,19.8,4,1.8,16,29.3,0,0.4,0.4,0.096,1.4,1.7,3.1,0.3,2.3,5.8,0.391,1.6,4,0.388,0.7,1.8,0.4,0.526,1.2,1.3,0.885,0.3,1,1.2,1.4,0.9,0.2,1.2,1.3,7.2,hylanbo01
Cory Joseph,33,ORL,PG,29,0,220,8.2,0.477,0.678,0.068,3,9.6,6.1,16,2.5,1.3,15.3,14.2,-0.1,0.3,0.2,0.047,-4.3,1.2,-3.1,-0.1,0.7,2,0.356,0.5,1.4,0.35,0.2,0.7,0.368,0.475,0.1,0.1,0.5,0.2,0.6,0.8,0.8,0.4,0.1,0.4,0.6,2,josepco01
Wendell Moore Jr.,23,DET,SG,20,1,219,12.6,0.561,0.28,0.28,5.6,16.7,11.2,13.8,2.2,1.3,13.8,12.6,0.2,0.3,0.5,0.111,-1.9,1.5,-0.4,0.1,1.2,2.5,0.46,0.2,0.7,0.286,1,1.8,0.528,0.5,0.7,0.7,0.929,0.6,1.7,2.2,1.2,0.5,0.2,0.5,0.8,3.2,moorewe01
Taj Gibson,39,CHO,C,20,11,216,10,0.468,0.043,0.261,13.9,20,16.9,7.2,1.4,4.1,20.2,12.6,-0.1,0.3,0.2,0.047,-5.3,0.3,-5,-0.2,1,2.3,0.435,0.1,0.1,0.5,1,2.2,0.432,0.446,0.4,0.6,0.583,1.5,2,3.4,0.6,0.3,0.5,0.7,1.5,2.4,gibsota01
Josh Minott,22,MIN,SF,30,0,215,13.1,0.549,0.426,0.162,3.7,12.7,8.3,8.9,2.8,4.4,8.8,16.2,0.1,0.4,0.5,0.115,-2.7,2.9,0.2,0.1,1.1,2.3,0.471,0.2,1,0.241,0.8,1.3,0.641,0.522,0.3,0.4,0.818,0.2,0.8,1.1,0.4,0.4,0.3,0.2,0.9,2.7,minotjo01
Isaiah Wong,24,CHO,SG,17,0,209,10.2,0.464,0.325,0.386,7,8.5,7.7,17.4,2.1,0,13.4,22.6,-0.1,0.2,0,0.008,-3.5,-1,-4.5,-0.1,1.7,4.9,0.349,0.5,1.6,0.333,1.2,3.3,0.357,0.404,1.4,1.9,0.719,0.8,0.9,1.8,1.4,0.5,0,0.9,1.1,5.3,wongis01
Trey Jemison,25,2TM,C,21,0,207,8.9,0.45,0,0.641,12.7,19.4,16.1,7.1,1.9,4.5,20.6,12.9,-0.1,0.2,0,0.009,-6.7,-0.1,-6.8,-0.3,0.9,1.9,0.462,0,0,,0.9,1.9,0.462,0.462,0.4,1.2,0.36,1.2,1.7,2.9,0.5,0.4,0.5,0.6,1.8,2.1,jemistr01
Trey Jemison,25,2TM,C,21,0,207,8.9,0.45,0,0.641,12.7,19.4,16.1,7.1,1.9,4.5,20.6,12.9,-0.1,0.2,0,0.009,-6.7,-0.1,-6.8,-0.3,0.9,2,0.469,0,0,,0.9,2,0.469,0.469,0.5,1.3,0.381,1.4,1.4,2.8,0.6,0.4,0.4,0.6,1.7,2.4,jemistr01
Trey Jemison,25,2TM,C,21,0,207,8.9,0.45,0,0.641,12.7,19.4,16.1,7.1,1.9,4.5,20.6,12.9,-0.1,0.2,0,0.009,-6.7,-0.1,-6.8,-0.3,0.6,1.4,0.429,0,0,,0.6,1.4,0.429,0.429,0.2,0.8,0.25,0.6,2.8,3.4,0.2,0.2,0.8,0.6,2,1.4,jemistr01
Trey Jemison,25,NOP,C,16,0,166,9.5,0.461,0,0.656,13.8,14.9,14.3,8.1,2,3.4,19.5,13,-0.1,0.1,0,0.012,-5.8,-0.5,-6.2,-0.2,0.9,1.9,0.462,0,0,,0.9,1.9,0.462,0.462,0.4,1.2,0.36,1.2,1.7,2.9,0.5,0.4,0.5,0.6,1.8,2.1,jemistr01
Trey Jemison,25,NOP,C,16,0,166,9.5,0.461,0,0.656,13.8,14.9,14.3,8.1,2,3.4,19.5,13,-0.1,0.1,0,0.012,-5.8,-0.5,-6.2,-0.2,0.9,2,0.469,0,0,,0.9,2,0.469,0.469,0.5,1.3,0.381,1.4,1.4,2.8,0.6,0.4,0.4,0.6,1.7,2.4,jemistr01
Trey Jemison,25,NOP,C,16,0,166,9.5,0.461,0,0.656,13.8,14.9,14.3,8.1,2,3.4,19.5,13,-0.1,0.1,0,0.012,-5.8,-0.5,-6.2,-0.2,0.6,1.4,0.429,0,0,,0.6,1.4,0.429,0.429,0.2,0.8,0.25,0.6,2.8,3.4,0.2,0.2,0.8,0.6,2,1.4,jemistr01
Trey Jemison,25,LAL,C,5,0,41,6.5,0.4,0,0.571,8.5,37.7,23.5,3.1,1.2,8.9,25.5,12.7,-0.1,0.1,0,-0.001,-10.6,1.4,-9.1,-0.1,0.9,1.9,0.462,0,0,,0.9,1.9,0.462,0.462,0.4,1.2,0.36,1.2,1.7,2.9,0.5,0.4,0.5,0.6,1.8,2.1,jemistr01
Trey Jemison,25,LAL,C,5,0,41,6.5,0.4,0,0.571,8.5,37.7,23.5,3.1,1.2,8.9,25.5,12.7,-0.1,0.1,0,-0.001,-10.6,1.4,-9.1,-0.1,0.9,2,0.469,0,0,,0.9,2,0.469,0.469,0.5,1.3,0.381,1.4,1.4,2.8,0.6,0.4,0.4,0.6,1.7,2.4,jemistr01
Trey Jemison,25,LAL,C,5,0,41,6.5,0.4,0,0.571,8.5,37.7,23.5,3.1,1.2,8.9,25.5,12.7,-0.1,0.1,0,-0.001,-10.6,1.4,-9.1,-0.1,0.6,1.4,0.429,0,0,,0.6,1.4,0.429,0.429,0.2,0.8,0.25,0.6,2.8,3.4,0.2,0.2,0.8,0.6,2,1.4,jemistr01
Kai Jones,24,LAC,C,27,0,205,14.3,0.732,0.057,0.343,8.2,16.1,12.2,6.8,1.4,6.3,19.9,10.6,0.3,0.4,0.7,0.159,-2.1,2.6,0.4,0.1,0.9,1.3,0.714,0,0.1,0,0.9,1.2,0.758,0.714,0.3,0.4,0.75,0.6,1.1,1.7,0.4,0.2,0.5,0.4,0.9,2.2,joneska01
Isaac Jones,24,SAC,PF,24,0,204,13.4,0.669,0.074,0.463,5.9,12.4,9.2,4.1,0.7,3.8,14.5,15.9,0.2,0.2,0.4,0.092,-2.4,-0.7,-3,-0.1,1.5,2.3,0.667,0,0.2,0.25,1.5,2.1,0.7,0.676,0.6,1,0.56,0.5,1,1.4,0.3,0.1,0.3,0.5,1,3.6,jonesis01
Reece Beekman,23,2TM,PG,19,0,203,8.5,0.431,0.354,0.146,2.7,5.9,4.3,20.8,2.9,1,15,13,-0.1,0.2,0.1,0.017,-4.8,1.2,-3.6,-0.1,0.9,2.5,0.375,0.2,0.9,0.235,0.7,1.6,0.452,0.417,0.2,0.4,0.571,0.3,0.5,0.8,1.5,0.6,0.1,0.5,0.5,2.3,beekmre01
Reece Beekman,23,2TM,PG,19,0,203,8.5,0.431,0.354,0.146,2.7,5.9,4.3,20.8,2.9,1,15,13,-0.1,0.2,0.1,0.017,-4.8,1.2,-3.6,-0.1,0.5,0.5,1,0,0,,0.5,0.5,1,1,0,0,,0.5,0,0.5,0.5,0.5,0,0,0.5,1,beekmre01
Reece Beekman,23,2TM,PG,19,0,203,8.5,0.431,0.354,0.146,2.7,5.9,4.3,20.8,2.9,1,15,13,-0.1,0.2,0.1,0.017,-4.8,1.2,-3.6,-0.1,1,2.8,0.362,0.2,1,0.235,0.8,1.8,0.433,0.404,0.2,0.4,0.571,0.2,0.6,0.8,1.6,0.6,0.1,0.5,0.5,2.5,beekmre01
Reece Beekman,23,GSW,PG,2,0,4,42.7,1,0,0,25.5,0,13.2,42.1,12.1,0,0,10.5,0,0,0,0.593,9.9,15.9,25.8,0,0.9,2.5,0.375,0.2,0.9,0.235,0.7,1.6,0.452,0.417,0.2,0.4,0.571,0.3,0.5,0.8,1.5,0.6,0.1,0.5,0.5,2.3,beekmre01
Reece Beekman,23,GSW,PG,2,0,4,42.7,1,0,0,25.5,0,13.2,42.1,12.1,0,0,10.5,0,0,0,0.593,9.9,15.9,25.8,0,0.5,0.5,1,0,0,,0.5,0.5,1,1,0,0,,0.5,0,0.5,0.5,0.5,0,0,0.5,1,beekmre01
Reece Beekman,23,GSW,PG,2,0,4,42.7,1,0,0,25.5,0,13.2,42.1,12.1,0,0,10.5,0,0,0,0.593,9.9,15.9,25.8,0,1,2.8,0.362,0.2,1,0.235,0.8,1.8,0.433,0.404,0.2,0.4,0.571,0.2,0.6,0.8,1.6,0.6,0.1,0.5,0.5,2.5,beekmre01
Reece Beekman,23,BRK,PG,17,0,199,7.8,0.419,0.362,0.149,2.2,6,4.1,20.4,2.8,1,15.2,13.1,-0.1,0.2,0,0.006,-5.1,0.9,-4.2,-0.1,0.9,2.5,0.375,0.2,0.9,0.235,0.7,1.6,0.452,0.417,0.2,0.4,0.571,0.3,0.5,0.8,1.5,0.6,0.1,0.5,0.5,2.3,beekmre01
Reece Beekman,23,BRK,PG,17,0,199,7.8,0.419,0.362,0.149,2.2,6,4.1,20.4,2.8,1,15.2,13.1,-0.1,0.2,0,0.006,-5.1,0.9,-4.2,-0.1,0.5,0.5,1,0,0,,0.5,0.5,1,1,0,0,,0.5,0,0.5,0.5,0.5,0,0,0.5,1,beekmre01
Reece Beekman,23,BRK,PG,17,0,199,7.8,0.419,0.362,0.149,2.2,6,4.1,20.4,2.8,1,15.2,13.1,-0.1,0.2,0,0.006,-5.1,0.9,-4.2,-0.1,1,2.8,0.362,0.2,1,0.235,0.8,1.8,0.433,0.404,0.2,0.4,0.571,0.2,0.6,0.8,1.6,0.6,0.1,0.5,0.5,2.5,beekmre01
Anthony Gill,32,WAS,PF,35,0,200,9.3,0.589,0.333,0.667,3.1,12.2,7.5,4.9,1.4,0.5,9.9,12.6,0.1,0,0.2,0.04,-3.5,-1.1,-4.6,-0.1,0.6,1.2,0.5,0.1,0.4,0.357,0.5,0.8,0.571,0.56,0.5,0.8,0.607,0.2,0.7,0.8,0.2,0.2,0,0.2,0.5,1.8,gillan01
Tristan Thompson,33,CLE,C,25,0,200,8.1,0.401,0.068,0.5,10.1,30.3,20.4,10.1,0.2,3.2,15.7,13.6,-0.1,0.3,0.1,0.035,-5.6,0,-5.6,-0.2,0.8,1.8,0.432,0,0.1,0,0.8,1.6,0.463,0.432,0.2,0.9,0.227,0.7,2.3,3,0.7,0,0.3,0.4,1,1.7,thomptr01
Kevin Love,36,MIA,PF,18,6,200,16.6,0.484,0.586,0.192,9.4,31.1,20.4,14.8,3.5,0.9,10.8,26.6,-0.1,0.4,0.3,0.069,-0.3,0.6,0.4,0.1,1.9,5.5,0.354,1.2,3.2,0.362,0.8,2.3,0.341,0.46,0.7,1.1,0.684,0.9,3.2,4.2,1.1,0.8,0.1,0.7,0.9,5.8,loveke01
Landry Shamet,27,NYK,SG,19,0,197,6.3,0.484,0.596,0.077,3,5.7,4.4,5,2,0.9,11.5,13.4,-0.1,0.1,0,0.007,-4,-0.2,-4.1,-0.1,1.1,2.7,0.404,0.5,1.6,0.29,0.6,1.1,0.571,0.49,0.1,0.2,0.25,0.3,0.5,0.8,0.4,0.4,0.1,0.4,0.7,2.7,shamela01
Dario Šarić,30,DEN,C,13,4,192,7.2,0.42,0.444,0.185,7.8,18.6,13.5,13.6,1.7,0.5,19.3,16,-0.2,0.2,0,-0.01,-4.7,-0.3,-5.1,-0.1,1.4,4.2,0.333,0.5,1.8,0.25,0.9,2.3,0.4,0.389,0.5,0.8,0.7,1,2.6,3.6,1.7,0.5,0.1,1.1,1.4,3.8,saricda01
Jordan McLaughlin,28,SAC,PG,28,0,190,9.3,0.519,0.591,0.364,2.3,9.8,6.1,15.6,2.8,0,17.7,13.9,0,0.2,0.2,0.047,-3.8,0.2,-3.6,-0.1,0.6,1.6,0.364,0.4,0.9,0.385,0.2,0.6,0.333,0.477,0.4,0.6,0.688,0.1,0.6,0.8,0.9,0.4,0,0.4,0.5,1.9,mclaujo01
Xavier Tillman Sr.,26,BOS,C,26,1,190,3.1,0.306,0.55,0.05,4.5,16,10.3,4.6,2.1,2.4,18,11.4,-0.4,0.3,-0.1,-0.034,-7.5,0.3,-7.1,-0.2,0.4,1.5,0.25,0.2,0.8,0.182,0.2,0.7,0.333,0.3,0,0.1,0.5,0.3,1.1,1.4,0.3,0.3,0.2,0.3,0.5,1,tillmxa01
Kessler Edwards,24,DAL,SF,21,2,179,6,0.421,0.567,0.067,2.5,18.2,10.5,6.8,1.6,2.5,11.5,8.3,-0.1,0.2,0.1,0.036,-4.7,1,-3.7,-0.1,0.5,1.4,0.333,0.2,0.8,0.235,0.3,0.6,0.462,0.4,0.1,0.1,1,0.2,1.5,1.7,0.5,0.3,0.2,0.2,0.9,1.2,edwarke02
Zeke Nnaji,24,DEN,PF,29,1,175,7.3,0.509,0.319,0.149,3.3,9.6,6.6,2.8,0.5,4.5,9.1,13.3,-0.1,0.1,0,0.014,-5,-1.3,-6.3,-0.2,0.8,1.6,0.489,0.1,0.5,0.133,0.7,1.1,0.656,0.511,0.1,0.2,0.429,0.2,0.6,0.7,0.1,0.1,0.3,0.2,0.6,1.8,nnajize01
Antonio Reeves,24,NOP,SG,19,0,171,12.1,0.515,0.506,0.104,3.6,7.9,5.7,9.9,1.7,0,5.8,21.1,0.1,0,0.1,0.018,-0.8,-2.4,-3.2,-0.1,1.7,4.1,0.416,0.6,2.1,0.308,1.1,2,0.526,0.494,0.4,0.4,0.875,0.3,0.6,0.9,0.6,0.3,0,0.3,0.4,4.4,reevean01
Jaylen Nowell,25,NOP,SG,8,0,168,7.7,0.43,0.37,0.151,3.7,9.4,6.4,15.7,0.3,2.2,9.3,21.5,-0.2,0,-0.2,-0.066,-3.1,-2.6,-5.7,-0.2,3.3,9.1,0.356,1,3.4,0.296,2.3,5.8,0.391,0.411,0.9,1.4,0.636,0.8,1.8,2.5,2.3,0.1,0.5,1,1.1,8.4,nowelja01
